,playerID,name,position,firstage,avgfirst3PER,avgfirst3MP,firstyr,peakage,height,weight,college
162,mitrona01,Naz Mitrou-Long,SHOOTING GUARD,24,68.0,42.5,2018,24,193.04,98.88305600000001,Iowa State
163,monkma01,Malik Monk,SHOOTING GUARD,19,11.05,1056.0,2018,26,190.5,90.7184,Kentucky
164,moorebe01,Ben Moore,POWER FORWARD,22,-2.3,9.0,2018,23,203.2,99.79024,Southern Methodist
165,morrija01,Jaylen Morris,SHOOTING GUARD,22,9.35,63.5,2018,23,195.58,83.91452,Molloy
166,morrimo01,Monte Morris,POINT GUARD,22,21.65,997.5,2018,26,190.5,79.3786,Iowa State
167,motlejo01,Johnathan Motley,POWER FORWARD,22,18.05,166.0,2018,23,208.28,104.32616,Baylor
168,naderab01,Abdel Nader,SMALL FORWARD,24,6.95,608.0,2018,27,198.12,104.32616,Iowa State
169,ntilila01,Frank Ntilikina,POINT GUARD,19,6.5,1305.0,2018,25,195.58,86.18248,None
170,ojelese01,Semi Ojeleye,POWER FORWARD,23,6.55,872.0,2018,25,200.66,106.59411999999999,Southern Methodist
171,onealro01,Royce O'Neale,SMALL FORWARD,24,9.9,1410.5,2018,27,198.12,102.511792,Baylor
172,osmande01,Cedi Osman,SMALL FORWARD,22,11.25,1558.0,2018,23,203.2,97.52228000000001,None
173,paigema01,Marcus Paige,POINT GUARD,24,9.1,28.0,2018,25,182.88,74.389088,North Carolina
174,pattoju01,Justin Patton,CENTER,20,15.15,12.5,2018,22,213.36,107.047712,Creighton
175,paulbr01,Brandon Paul,SHOOTING GUARD,26,7.4,576.0,2018,26,193.04,90.7184,None
176,perralo01,London Perrantes,POINT GUARD,23,0.7,66.0,2018,30,187.96,86.18248,Virginia
177,peteral01,Alec Peters,POWER FORWARD,22,10.7,225.0,2018,24,205.74,106.59411999999999,Valparaiso
178,pulleja01,Jacob Pullen,POINT GUARD,28,-2.3,6.0,2018,29,185.42,90.7184,Kansas State
179,purviro01,Rodney Purvis,SHOOTING GUARD,23,4.5,290.0,2018,26,193.04,92.98635999999999,Connecticut
180,qizh01,Zhou Qi,CENTER,22,41.15000000000001,62.5,2018,25,215.9,95.25432,None
181,rabbiv01,Ivan Rabb,POWER FORWARD,20,16.35,618.5,2018,23,208.28,99.79024,"University of California, Berkeley"
182,rathaxa01,Xavier Rathan-Mayes,SHOOTING GUARD,23,0.9,118.0,2018,26,193.04,94.34713599999999,Florida State
183,reedda01,Davon Reed,SHOOTING GUARD,22,6.449999999999998,144.5,2018,26,198.12,95.25432,Miami
184,robinde01,Devin Robinson,SMALL FORWARD,22,15.55,54.0,2018,24,203.2,90.7184,Florida
185,simmobe01,Ben Simmons,POINT GUARD,21,20.0,2716.0,2018,24,208.28,104.32616,Louisiana State
186,simmoko01,Kobi Simmons,POINT GUARD,20,3.85,322.5,2018,25,193.04,77.11064,Arizona
187,smithde03,Dennis Smith Jr.,POINT GUARD,20,12.65,1778.5,2018,25,190.5,88.45044,North Carolina State
188,sumneed01,Edmond Sumner,POINT GUARD,22,23.7,106.0,2018,25,195.58,85.275296,Xavier
189,swanica01,Caleb Swanigan,POWER FORWARD,20,7.449999999999998,183.5,2018,23,203.2,113.398,Purdue
190,tatumja01,Jayson Tatum,SMALL FORWARD,19,15.2,2446.5,2018,23,203.2,92.98635999999999,Duke
191,teodomi01,Miloš Teodosić,POINT GUARD,30,9.05,642.0,2018,25,,,
192,theisda01,Daniel Theis,CENTER,25,16.55,922.0,2018,24,205.74,110.22285600000001,None
193,thornsi01,Sindarius Thornwell,SHOOTING GUARD,23,6.699999999999998,734.5,2018,26,195.58,97.52228000000001,South Carolina
194,wallaty01,Tyrone Wallace,POINT GUARD,23,8.55,739.5,2018,22,195.58,89.811216,California
195,waltode01,Derrick Walton,POINT GUARD,22,11.2,147.0,2018,22,,,
196,warneja01,Jameel Warney,POWER FORWARD,24,22.5,27.0,2018,23,203.2,117.93392,"Stony Brook, N.Y."
197,webbja01,James Webb III,SMALL FORWARD,24,2.2,120.0,2018,26,205.74,91.625584,Boise State
198,whitean01,Andrew White,SMALL FORWARD,24,5.8,209.0,2018,27,,,
199,whitede01,Derrick White,POINT GUARD,23,15.35,933.5,2018,25,193.04,86.18248,Colorado
200,wileyja01,Jacob Wiley,POWER FORWARD,23,8.2,33.0,2018,29,203.2,101.151016,Eastern Washington
201,willicj01,C.J. Williams,SHOOTING GUARD,27,9.15,417.5,2018,26,195.58,104.32616,North Carolina State
202,willima05,Matt Williams,SHOOTING GUARD,24,-0.7,11.0,2018,26,,,
203,wilsodj01,D.J. Wilson,POWER FORWARD,21,10.3,476.5,2018,24,208.28,107.047712,Michigan
204,wilsoja02,Jamil Wilson,SMALL FORWARD,27,11.4,274.0,2018,26,200.66,103.872568,Marquette
205,yabusgu01,Guerschon Yabusele,POWER FORWARD,22,12.35,243.0,2018,23,203.2,117.93392,None
206,zizican01,Ante Žižić,CENTER,21,20.2,648.0,2018,24,,,
207,adamsja01,Jaylen Adams,POINT GUARD,22,7.6,428.0,2019,26,187.96,86.18248,St. Bonaventure
208,adelde01,Deng Adel,SMALL FORWARD,21,2.7,194.0,2019,24,200.66,90.7184,None
209,akoonde01,DeVaughn Akoon-Purcell,SHOOTING GUARD,25,8.2,22.0,2019,28,198.12,90.7184,Illinois State
210,alkinra01,Rawle Alkins,SHOOTING GUARD,21,8.1,120.0,2019,24,195.58,102.0582,None
211,allengr01,Grayson Allen,SHOOTING GUARD,23,7.5,416.0,2019,28,195.58,89.811216,Duke
212,antetko01,Kostas Antetokounmpo,POWER FORWARD,21,-0.9,11.0,2019,24,208.28,90.7184,University of Dayton
213,aytonde01,Deandre Ayton,CENTER,20,20.5,2183.0,2019,26,215.9,113.398,Arizona
214,baglema01,Marvin Bagley III,POWER FORWARD,19,18.9,1567.0,2019,25,210.82,106.140528,Duke
215,bambamo01,Mo Bamba,CENTER,20,14.9,766.0,2019,26,213.36,100.243832,University of Texas at Austin
216,bateske01,Keita Bates-Diop,SMALL FORWARD,23,9.6,503.0,2019,24,205.74,103.872568,Ohio State
217,bertada02,Dairis Bertāns,SHOOTING GUARD,29,2.0,167.0,2019,26,,,
218,blossja01,Jaron Blossomgame,SMALL FORWARD,25,10.2,439.0,2019,24,203.2,99.79024,Clemson
219,boldejo01,Jonah Bolden,POWER FORWARD,23,12.7,639.0,2019,25,208.28,99.79024,None
220,bongais01,Isaac Bonga,POINT GUARD,19,6.0,120.0,2019,21,203.2,81.64656,None
221,bridgmi01,Mikal Bridges,SMALL FORWARD,22,10.8,2417.0,2019,28,200.66,95.25432,Villanova
222,bridgmi02,Miles Bridges,SMALL FORWARD,20,13.1,1696.0,2019,25,200.66,102.0582,Michigan State
223,briscis01,Isaiah Briscoe,POINT GUARD,22,6.7,559.0,2019,21,190.5,97.52228000000001,None
224,broekry01,Ryan Broekhoff,SHOOTING GUARD,28,10.7,453.0,2019,30,200.66,97.52228000000001,None
225,brownbr01,Bruce Brown,SHOOTING GUARD,22,6.9,1449.0,2019,24,195.58,91.625584,Miami
226,browntr01,Troy Brown Jr.,SMALL FORWARD,19,11.1,730.0,2019,23,200.66,97.52228000000001,Oregon
227,brunsja01,Jalen Brunson,POINT GUARD,22,12.8,1591.0,2019,26,190.5,86.18248,Villanova
228,burtode02,Deonte Burton,SHOOTING GUARD,25,7.0,240.0,2019,25,195.58,111.13004,Iowa State
