,playerID,name,position,firstage,avgfirst3PER,avgfirst3MP,firstyr,peakage,height,weight,college
242,doncilu01,Luka Dončić,SHOOTING GUARD,19,19.6,2318.0,2019,24,,,
243,duvaltr01,Trevon Duval,POINT GUARD,20,38.3,6.0,2019,25,187.96,85.728888,None
244,edwarvi01,Vince Edwards,SMALL FORWARD,22,3.8,16.0,2019,24,,,
245,eubandr01,Drew Eubanks,POWER FORWARD,21,15.1,113.0,2019,22,208.28,111.13004,None
246,evansja02,Jacob Evans,SHOOTING GUARD,21,3.5,204.0,2019,28,198.12,95.25432,Cincinnati
247,frazime01,Melvin Frazier,SHOOTING GUARD,22,1.2,44.0,2019,25,,,
248,garrebi01,Billy Garrett,SHOOTING GUARD,24,9.8,63.0,2019,24,198.12,97.52228000000001,DePaul
249,gilesha01,Harry Giles,POWER FORWARD,20,14.4,820.0,2019,24,,,
250,gilgesh01,Shai Gilgeous-Alexander,POINT GUARD,20,13.4,2174.0,2019,28,198.12,82.10015200000002,Kentucky
251,goodwbr01,Brandon Goodwin,POINT GUARD,23,8.3,57.0,2019,26,187.96,81.64656,None
252,grahade01,Devonte' Graham,POINT GUARD,23,10.3,676.0,2019,24,187.96,83.91452,Kansas
253,grantdo01,Donte Grantham,SMALL FORWARD,23,-38.1,2.0,2019,26,203.2,97.52228000000001,Clemson
254,hannadu01,Dusty Hannahs,SHOOTING GUARD,25,4.5,26.0,2019,28,193.04,88.45044,Arkansas
255,harteis01,Isaiah Hartenstein,POWER FORWARD,20,10.0,221.0,2019,22,213.36,112.94440800000001,None
256,highsha01,Haywood Highsmith,SMALL FORWARD,22,4.5,40.0,2019,24,200.66,99.79024,None
257,holidaa01,Aaron Holiday,POINT GUARD,22,11.9,646.0,2019,26,185.42,83.91452,UCLA
258,huertke01,Kevin Huerter,SHOOTING GUARD,20,10.1,2048.0,2019,24,200.66,86.18248,Maryland
259,humphis01,Isaac Humphries,CENTER,21,3.4,56.0,2019,25,213.36,117.93392,Kentucky
260,hutchch01,Chandler Hutchison,SMALL FORWARD,22,8.8,895.0,2019,23,200.66,89.357624,Boise State
261,jacksfr01,Frank Jackson,POINT GUARD,20,9.4,1169.0,2019,24,190.5,92.98635999999999,Duke
262,jacksja02,Jaren Jackson Jr.,POWER FORWARD,19,16.4,1515.0,2019,25,210.82,109.769264,Michigan State
263,jeffeam01,Amile Jefferson,POWER FORWARD,25,21.1,68.0,2019,25,205.74,100.697424,Duke
264,johnsal02,Alize Johnson,POWER FORWARD,22,6.3,64.0,2019,24,205.74,96.16150400000001,Missouri State
265,johnsbj01,B.J. Johnson,SMALL FORWARD,23,8.85,49.0,2019,24,,,
266,jonesje01,Jemerrio Jones,SMALL FORWARD,23,12.1,143.0,2019,24,195.58,78.92500799999998,None
267,knoxke01,Kevin Knox,POWER FORWARD,19,8.7,2158.0,2019,29,,,
268,kurucro01,Rodions Kurucs,SMALL FORWARD,20,11.0,1294.0,2019,25,205.74,95.25432,None
269,loftoza01,Zach Lofton,SHOOTING GUARD,26,-10.0,4.0,2019,28,193.04,81.64656,New Mexico State
270,loydjo01,Jordan Loyd,POINT GUARD,25,16.3,55.0,2019,24,193.04,95.25432,None
271,maconda01,Daryl Macon,SHOOTING GUARD,23,5.5,90.0,2019,23,190.5,83.91452,Arkansas
272,macurjp01,J.P. Macura,SHOOTING GUARD,23,5.7,17.0,2019,28,195.58,92.98635999999999,Xavier
273,matenya01,Yante Maten,POWER FORWARD,22,5.7,13.0,2019,26,203.2,108.86208,None
274,mccalta01,Tahjere McCall,SHOOTING GUARD,24,9.6,8.0,2019,28,195.58,86.18248,Tennessee State
275,meltode01,De'Anthony Melton,POINT GUARD,20,9.9,984.0,2019,24,193.04,90.7184,USC
276,metuch01,Chimezie Metu,POWER FORWARD,21,6.4,145.0,2019,24,208.28,102.0582,USC
277,miltosh01,Shake Milton,SHOOTING GUARD,22,9.3,268.0,2019,24,198.12,93.89354399999999,Southern Methodist
278,musadz01,Džanan Musa,SHOOTING GUARD,19,5.8,39.0,2019,25,,,
279,mykhasv01,Sviatoslav Mykhailiuk,SMALL FORWARD,21,7.800000000000002,440.0,2019,24,,,
280,okoboel01,Elie Okobo,POINT GUARD,21,7.6,958.0,2019,26,190.5,86.18248,None
281,okogijo01,Josh Okogie,SHOOTING GUARD,20,9.4,1757.0,2019,24,193.04,96.16150400000001,Georgia Institute of Technology
282,pinsoth01,Theo Pinson,SHOOTING GUARD,23,8.1,211.0,2019,24,198.12,98.88305600000001,None
283,reynoca01,Cameron Reynolds,SHOOTING GUARD,23,10.4,259.0,2019,27,203.2,102.0582,None
284,robindu01,Duncan Robinson,POWER FORWARD,24,7.6,161.0,2019,24,203.2,95.25432,Michigan
285,robinje01,Jerome Robinson,SHOOTING GUARD,21,7.2,320.0,2019,28,195.58,86.18248,Boston College
286,robinmi01,Mitchell Robinson,CENTER,20,22.0,1360.0,2019,26,215.9,108.86208,None
287,sampsbr01,Brandon Sampson,SHOOTING GUARD,21,8.5,214.0,2019,27,195.58,83.46092800000002,None
288,sextoco01,Collin Sexton,POINT GUARD,20,12.0,2605.0,2019,22,187.96,86.18248,Alabama
289,shamela01,Landry Shamet,SHOOTING GUARD,21,11.0,1802.0,2019,24,195.58,85.275296,Wichita State
290,siberjo01,Jordan Sibert,SHOOTING GUARD,26,29.7,4.0,2019,30,193.04,84.821704,University of Dayton
291,simonan01,Anfernee Simons,SHOOTING GUARD,19,11.1,141.0,2019,28,193.04,83.91452,None
292,smithzh01,Zhaire Smith,SHOOTING GUARD,19,9.5,111.0,2019,25,193.04,90.264808,Texas Tech
293,spaldra01,Ray Spalding,POWER FORWARD,21,7.35,148.0,2019,22,208.28,97.52228000000001,Louisville
294,spellom01,Omari Spellman,POWER FORWARD,21,12.4,805.0,2019,21,205.74,111.13004,Villanova
295,terreja01,Jared Terrell,SHOOTING GUARD,23,0.7,111.0,2019,25,190.5,102.965384,Rhode Island
296,terryem01,Emanuel Terry,POWER FORWARD,22,19.15,23.0,2019,24,205.74,99.79024,None
297,thomakh01,Khyri Thomas,SHOOTING GUARD,22,6.2,195.0,2019,26,190.5,95.25432,Creighton
298,trentga02,Gary Trent Jr.,SHOOTING GUARD,20,3.6,111.0,2019,25,198.12,92.98635999999999,None
299,trieral01,Allonzo Trier,SHOOTING GUARD,23,12.2,1459.0,2019,28,195.58,90.7184,Arizona
300,vandeja01,Jarred Vanderbilt,POWER FORWARD,19,12.4,69.0,2019,23,205.74,97.068688,Kentucky
301,wagnemo01,Moritz Wagner,CENTER,21,10.1,446.0,2019,24,210.82,111.13004,Michigan
302,walkelo01,Lonnie Walker,SHOOTING GUARD,20,10.8,118.0,2019,24,,,
303,wanambr01,Brad Wanamaker,POINT GUARD,29,14.3,343.0,2019,28,193.04,95.25432,Pittsburgh
304,washbju01,Julian Washburn,SMALL FORWARD,27,6.5,254.0,2019,26,203.2,94.800728,Texas-El Paso
305,watanyu01,Yuta Watanabe,SMALL FORWARD,24,3.3,174.0,2019,24,205.74,92.98635999999999,George Washington
306,welshth01,Thomas Welsh,CENTER,22,16.1,36.0,2019,25,213.36,115.66596000000001,UCLA
307,willijo04,Johnathan Williams,CENTER,23,15.1,372.0,2019,26,205.74,103.418976,Gonzaga
308,willike04,Kenrich Williams,SMALL FORWARD,24,9.7,1079.0,2019,26,200.66,95.25432,None
309,williro04,Robert Williams,CENTER,21,18.8,283.0,2019,26,,,
310,youngtr01,Trae Young,POINT GUARD,20,17.0,2503.0,2019,22,187.96,81.64656,Oklahoma
